City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
289,glace bay,46.1969,-59.957,273.4,84,{'all': 75},5.14,CA,1736631711
290,fale old settlement,-9.3852,-171.2468,301.47,73,{'all': 82},6.84,TK,1736631712
291,quellon,-43.1167,-73.6167,290.23,60,{'all': 51},2.32,CL,1736631713
292,vila franca do campo,37.7167,-25.4333,291.42,99,{'all': 100},10.24,PT,1736631714
293,coari,-4.085,-63.1414,301.54,75,{'all': 100},1.66,BR,1736631715
294,mega,4.05,38.3,289.52,62,{'all': 55},3.19,ET,1736631717
295,luganville,-15.5333,167.1667,301.23,66,{'all': 21},1.33,VU,1736631718
296,summerside,46.3959,-63.7876,271.22,100,{'all': 100},4.63,CA,1736632307
297,jabat,7.75,168.9751,301.29,70,{'all': 100},9.16,MH,1736632308
298,karasburg,-28.0167,18.75,294.82,27,{'all': 0},5.62,NA,1736632309
299,talnakh,69.4865,88.3972,246.15,87,{'all': 97},3.24,RU,1736632310
300,cayeli,41.0923,40.7292,285.48,54,{'all': 86},2.21,TR,1736632311
301,antsiranana,-12.2787,49.2917,298.19,93,{'all': 100},6.02,MG,1736632313
302,tot'ma,59.9747,42.7642,274.23,99,{'all': 100},3.53,RU,1736632315
303,alpine,32.835,-116.7664,293.23,23,{'all': 0},1.54,US,1736632316
304,sierra vista,31.5545,-110.3037,288.18,12,{'all': 0},8.23,US,1736632317
305,lyantor,61.6195,72.1555,257.17,92,{'all': 12},4.83,RU,1736632318
306,ust'-uda,54.1742,103.0304,258.92,99,{'all': 100},1.32,RU,1736632319
307,desaguadero,-16.5656,-69.0417,286.71,54,{'all': 99},3.16,PE,1736632321
308,san pedro garza garcia,25.6667,-100.4,286.38,64,{'all': 10},2.68,MX,1736632323
309,escanaba,45.7453,-87.0646,272.13,64,{'all': 100},3.09,US,1736632295
310,marquette,46.5333,-87.6335,269.72,71,{'all': 100},0.89,US,1736632325
311,moapa valley,36.5805,-114.4703,291.3,13,{'all': 0},6.93,US,1736632326
312,bonawon,9.134,122.9193,299.44,82,{'all': 99},2.51,PH,1736632327
313,namibe,-15.1961,12.1522,295.32,73,{'all': 19},4.15,AO,1736632328
314,akrehamn,59.2667,5.1833,267.29,93,{'all': 0},4.12,NO,1736632329
315,nemuro,43.3236,145.575,268.53,78,{'all': 42},3.21,JP,1736632331
316,kavieng,-2.5744,150.7967,301.77,75,{'all': 99},3.69,PG,1736632332
317,taoudenni,22.6783,-3.9836,292.69,14,{'all': 30},5.08,ML,1736632333
318,kapa'a,22.0752,-159.319,299.53,76,{'all': 0},6.17,US,1736632334
319,mandera,3.9366,41.867,301.12,35,{'all': 64},3.75,KE,1736632335
320,arraial do cabo,-22.9661,-42.0278,299.07,69,{'all': 75},3.6,BR,1736632337
321,kombolcha,11.0816,39.7434,288.58,73,{'all': 76},0.87,ET,1736632338
322,kamin-kashyrskyi,51.6241,24.9586,271.9,94,{'all': 100},5.06,UA,1736632340
323,hudiksvall,61.729,17.1036,264.79,90,{'all': 3},2.97,SE,1736632341
324,geneva,41.8875,-88.3054,272.6,70,{'all': 100},3.6,US,1736632342
325,kailua-kona,19.6406,-155.9956,300.13,73,{'all': 0},4.63,US,1736632343
326,sangmelima,2.9333,11.9833,294.13,39,{'all': 45},0.56,CM,1736632344
327,walvis bay,-22.9575,14.5053,290.65,86,{'all': 0},4.23,NA,1736632345
328,sinop,41.7711,34.8709,279.63,71,{'all': 89},1.08,TR,1736632347
329,chom thong,18.4174,98.6743,289.76,70,{'all': 56},1.27,TH,1736632348
330,sao felix do xingu,-6.6447,-51.995,297.1,96,{'all': 100},0.67,BR,1736632349
331,mata-utu,-13.2816,-176.1745,300.15,81,{'all': 100},5.62,WF,1736632350
332,labrador city,52.9463,-66.9114,263.1,79,{'all': 100},3.6,CA,1736632351
333,happy valley-goose bay,53.3168,-60.3315,271.32,74,{'all': 100},4.12,CA,1736632352
334,nueve de julio,-35.4444,-60.8831,309.12,17,{'all': 60},4.5,AR,1736632175
335,crane,31.3974,-102.3501,286.45,14,{'all': 0},3.84,US,1736632354
336,nova sintra,14.8667,-24.7167,297.15,74,{'all': 0},7.73,CV,1736632356
337,wuchuan,21.4571,110.7659,281.98,37,{'all': 0},2.4,CN,1736632357
338,kajaani,64.2273,27.7285,251.18,77,{'all': 0},0.51,FI,1736632358
339,new norfolk,-42.7826,147.0587,296.44,65,{'all': 100},1.29,AU,1736632359
340,boise,43.6135,-116.2035,278.72,66,{'all': 75},7.72,US,1736632360
341,sandnessjoen,66.0217,12.6316,272.99,77,{'all': 100},8.11,NO,1736632361
342,georgetown,5.4112,100.3354,301.11,68,{'all': 20},5.14,MY,1736632362
343,peniche,39.3558,-9.3811,289.38,99,{'all': 100},3.46,PT,1736632363
344,holualoa,19.6228,-155.9522,298.06,73,{'all': 0},4.63,US,1736632365
345,bandon,51.7469,-8.7425,277.92,88,{'all': 100},0.47,IE,1736632366
346,balcarce,-37.8462,-58.2552,297.49,72,{'all': 5},1.79,AR,1736632367
347,at taj,24.2049,23.2857,284.31,55,{'all': 4},2.91,LY,1736632368
348,dan khun thot,15.2085,101.7714,286.19,67,{'all': 79},7.02,TH,1736632369
349,kish,26.5578,54.0194,292.3,63,{'all': 0},2.06,IR,1736632370
350,lompoc,34.6391,-120.4579,296.22,31,{'all': 0},9.77,US,1736632371
351,east london,-33.0153,27.9116,295.11,77,{'all': 82},7.43,ZA,1736631614
352,vernon,50.2581,-119.2691,280.06,65,{'all': 41},1.54,CA,1736632374
353,tombolo,45.6395,11.8254,275.72,73,{'all': 0},2.37,IT,1736632375
354,manokwari,-0.8667,134.0833,299.42,77,{'all': 100},1.08,ID,1736632376
355,primorsk,46.7348,36.3443,277.13,86,{'all': 100},4.36,UA,1736632377
356,saint-pierre,-21.3393,55.4781,300.97,74,{'all': 75},1.03,RE,1736631909
357,kristiansund,63.1115,7.732,274.51,80,{'all': 75},2.57,NO,1736632379
358,caluula,11.9661,50.7569,296.01,62,{'all': 50},5.23,SO,1736632380
359,iwanai,42.9744,140.5089,267.16,94,{'all': 38},2.66,JP,1736632382
360,homer,59.6425,-151.5483,277.62,93,{'all': 40},2.57,US,1736632383
361,cannonvale,-20.2833,148.7,300.81,78,{'all': 6},5.96,AU,1736632384
362,tumbes,-3.5667,-80.4414,302.12,61,{'all': 75},1.54,PE,1736632385
363,san antonio de pale,-1.4014,5.6325,300.4,79,{'all': 59},3.27,GQ,1736632387
364,haifa,32.8156,34.9892,285.47,88,{'all': 2},2.34,IL,1736632388
365,pisco,-13.7,-76.2167,297.18,69,{'all': 0},2.06,PE,1736632136
366,sitka,57.0531,-135.33,280.09,81,{'all': 100},3.6,US,1736632391
367,anuradhapura,8.3565,80.4173,295.99,99,{'all': 100},2.83,LK,1736632392
368,khandyga,62.6667,135.6,246.12,99,{'all': 100},0.79,RU,1736632393
369,pierre,44.3683,-100.351,277.66,81,{'all': 100},8.75,US,1736632394
370,popondetta,-8.7537,148.2534,299.96,85,{'all': 82},0.1,PG,1736632395
371,cortez,37.3489,-108.5859,273.54,42,{'all': 18},11.17,US,1736632396
372,mahina,-17.5065,-149.489,302.02,74,{'all': 75},6.17,PF,1736632397
373,terekli-mekteb,44.1671,45.8698,279.71,77,{'all': 72},3.57,RU,1736632399
374,gurupa,-1.405,-51.64,297.27,98,{'all': 81},1.81,BR,1736632400
375,jalalaqsi,3.3766,45.5996,294.86,76,{'all': 20},6.34,SO,1736632401
376,hilo,19.7297,-155.09,294.54,96,{'all': 97},3.17,US,1736632402
377,kidal,18.4411,1.4078,292.14,18,{'all': 100},4.83,ML,1736632403
378,ghadamis,30.1337,9.5007,286.48,41,{'all': 0},3.41,LY,1736632404
379,mangai,-4.05,19.5333,294.42,96,{'all': 85},0.93,CD,1736632405
380,sola,-13.8833,167.55,300.29,68,{'all': 27},1.91,VU,1736632406
381,amassoma,4.9692,6.1097,298.71,77,{'all': 24},1.96,NG,1736632407
382,vosendorf,48.1211,16.3404,275.38,64,{'all': 75},15.2,AT,1736632408
383,kaedi,16.1465,-13.5047,297.25,11,{'all': 0},4.9,MR,1736632410
384,micheweni,-4.9667,39.8333,299.66,77,{'all': 100},3.67,TZ,1736632411
385,sisimiut,66.9395,-53.6735,255.64,89,{'all': 5},6.02,GL,1736632412
386,zouerate,22.7187,-12.4521,290.31,13,{'all': 0},4.07,MR,1736632413
387,sovetskaya gavan',48.9723,140.2878,253.86,96,{'all': 9},1.71,RU,1736632414
388,lokomotivnyy,53.0118,60.5684,266.76,90,{'all': 93},3.18,RU,1736632415
389,blackwater,-23.5833,148.8833,300.2,100,{'all': 4},2.91,AU,1736632416
390,ancud,-41.8697,-73.8203,290.53,69,{'all': 91},3.23,CL,1736632417
391,kupino,54.3663,77.2981,264.5,96,{'all': 99},3.22,RU,1736632419
392,galesong,-5.3166,119.3661,299.44,82,{'all': 100},2.9,ID,1736632420
393,kolosovka,56.4678,73.611,265.17,96,{'all': 100},2.57,RU,1736632421
394,fort mcmurray,56.7268,-111.381,255.92,85,{'all': 100},3.09,CA,1736632422
395,baiti,13.745,-14.7482,299.13,15,{'all': 0},3.89,SN,1736632423
396,argenton-sur-creuse,46.59,1.5198,271.85,89,{'all': 4},1.95,FR,1736632424
397,zanjan,36.6736,48.4787,274.68,88,{'all': 92},3.58,IR,1736632425
398,muynoq,43.7683,59.0214,271.94,60,{'all': 0},3.76,UZ,1736632426
399,richards bay,-28.783,32.0377,300.83,72,{'all': 100},2.71,ZA,1736632152
400,peace river,56.2501,-117.286,270.32,86,{'all': 100},3.6,CA,1736632429
401,el bayadh,33.6832,1.0193,279.47,96,{'all': 19},8.44,DZ,1736632430
402,tahoua,14.8888,5.2692,291.01,22,{'all': 13},4.84,NE,1736632431
403,gizo,-8.103,156.8419,302.01,72,{'all': 73},2.47,SB,1736632432
404,lensk,60.7253,114.9278,257.94,97,{'all': 100},1.85,RU,1736632433
405,nouadhibou,20.931,-17.0347,293.14,52,{'all': 0},1.54,MR,1736632434
406,varna,43.2167,27.9167,275.23,93,{'all': 100},2.06,BG,1736632435
407,kasane,-17.8167,25.15,291.93,94,{'all': 100},1.63,BW,1736632437
408,tiquipaya,-17.3382,-66.2189,288.13,80,{'all': 100},1.54,BO,1736632438
409,king,47.4665,-121.8179,276.37,82,{'all': 97},0.89,US,1736632170
410,strelka,58.0728,93.0344,266.95,94,{'all': 100},3.66,RU,1736632440
411,pizarro,4.9533,-77.366,299.6,85,{'all': 99},2.92,CO,1736632441
412,shenkursk,62.1091,42.896,270.64,98,{'all': 100},1.78,RU,1736632442
413,den burg,53.0542,4.7972,279.14,70,{'all': 75},4.63,NL,1736632443
414,nar'yan-mar,67.6713,53.087,256.28,88,{'all': 54},5.96,RU,1736632444
415,kununurra,-15.7667,128.7333,300.14,94,{'all': 80},2.06,AU,1736632445
416,mejit,10.2753,170.8646,300.08,68,{'all': 100},9.69,MH,1736632447
417,mhamid,29.82,-5.72,288.9,19,{'all': 22},1.57,MA,1736632448
418,charters towers,-20.1,146.2667,301.37,59,{'all': 3},5.53,AU,1736632449
419,kiunga,-6.1219,141.2906,297.08,98,{'all': 100},0.92,PG,1736632450
420,bontang,0.1333,117.5,297.77,90,{'all': 100},2.1,ID,1736632451
421,cabedelo,-6.9811,-34.8339,301.52,81,{'all': 76},5.21,BR,1736632452
422,aleksandrovsk,59.158,57.5624,275.82,100,{'all': 100},2.96,RU,1736632453
423,elon,36.1029,-79.5067,275.89,49,{'all': 75},7.2,US,1736632201
424,murehwa,-17.6432,31.784,292.24,88,{'all': 92},0.9,ZW,1736632456
425,wewak,-3.5534,143.6268,299.24,86,{'all': 100},2.27,PG,1736632457
426,gannavaram,16.5333,80.8,290.47,94,{'all': 99},2.35,IN,1736632458
427,dunedin,-45.8742,170.5036,285.41,63,{'all': 84},3.49,NZ,1736632459
428,kencong,-8.2833,113.3667,298.0,90,{'all': 99},1.47,ID,1736632460
429,ciudad guayana,8.3533,-62.6528,302.53,50,{'all': 98},4.53,VE,1736632461
430,la'ie,21.6477,-157.9253,299.88,68,{'all': 46},2.68,US,1736632462
431,trujillo,-8.116,-79.03,294.13,78,{'all': 75},5.14,PE,1736632463
432,harper,4.375,-7.7169,299.8,82,{'all': 75},3.63,LR,1736632465
433,copala,16.65,-98.9833,299.5,65,{'all': 87},3.04,MX,1736632466
434,woolgoolga,-30.1106,153.2007,296.08,82,{'all': 78},1.54,AU,1736632467
435,gracemere,-23.4333,150.45,301.14,83,{'all': 37},1.54,AU,1736632468
436,punta del este,-34.9667,-54.95,297.21,81,{'all': 40},5.14,UY,1736632447
437,taltal,-25.4,-70.4833,292.87,77,{'all': 34},1.16,CL,1736632470
438,ta`u,-14.2336,-169.5144,300.55,79,{'all': 100},6.05,AS,1736632471
439,luderitz,-26.6481,15.1594,292.46,61,{'all': 1},8.78,NA,1736632472
440,tchintabaraden,15.8969,5.7985,290.21,23,{'all': 93},5.44,NE,1736632475
441,patti,31.2808,74.8572,282.44,95,{'all': 100},3.58,IN,1736632476
442,grajau,-5.8194,-46.1386,296.89,94,{'all': 100},1.94,BR,1736632477
443,longboat key,27.4125,-82.659,287.64,67,{'all': 100},5.66,US,1736632255
444,eforie sud,44.0229,28.6494,277.17,75,{'all': 100},3.57,RO,1736632479
445,boca do acre,-8.7522,-67.3978,301.24,78,{'all': 100},1.37,BR,1736632480
446,palu,-0.8917,119.8707,297.12,98,{'all': 100},1.37,ID,1736632481
447,raton,36.9034,-104.4391,280.49,36,{'all': 20},11.32,US,1736632482
448,ola,59.5833,151.2833,246.66,87,{'all': 1},3.59,RU,1736632483
449,barinitas,8.7622,-70.4111,301.36,43,{'all': 75},0.93,VE,1736632484
450,le port,-20.9373,55.2919,300.13,80,{'all': 74},3.05,RE,1736632486
451,bahadurgarh,28.6833,76.9167,283.21,76,{'all': 20},2.49,IN,1736632487
452,plettenberg bay,-34.0527,23.3716,292.73,82,{'all': 89},4.53,ZA,1736632488
453,laojunmiao,39.8333,97.7333,265.61,30,{'all': 0},1.08,CN,1736632489
454,el granada,37.5027,-122.4694,292.47,37,{'all': 0},7.2,US,1736632490
455,duminichi,53.9345,35.1099,271.74,80,{'all': 55},3.31,RU,1736632491
456,gamba,-2.65,10.0,298.35,91,{'all': 100},2.16,GA,1736632492
457,garoowe,8.4054,48.4845,291.38,67,{'all': 86},4.05,SO,1736632493
458,sanming,26.2486,117.6186,272.78,39,{'all': 0},0.46,CN,1736632495
459,bani walid,31.7566,13.9942,286.85,37,{'all': 0},3.97,LY,1736632496
460,andovoranto,-18.95,49.1,298.04,91,{'all': 95},3.41,MG,1736632497
461,sucua,-2.4667,-78.1667,298.56,69,{'all': 40},4.12,EC,1736632498
462,nili,33.7218,66.1302,268.63,59,{'all': 0},2.24,AF,1736632499
463,cooper's town,26.8667,-77.5167,295.42,74,{'all': 81},8.73,BS,1736632500
464,hassi messaoud,31.6804,6.0729,285.07,54,{'all': 0},2.06,DZ,1736632501
465,puerto aysen,-45.4,-72.7,294.38,49,{'all': 92},2.45,CL,1736632504
466,lagoa formosa,-18.7786,-46.4075,296.01,78,{'all': 56},1.15,BR,1736632505
467,neyriz,29.1988,54.3278,280.62,39,{'all': 100},1.82,IR,1736632506
468,tobol'sk,58.2,68.2667,264.55,98,{'all': 100},1.28,RU,1736632507
469,salalah,17.0151,54.0924,294.2,56,{'all': 20},2.06,OM,1736632508
470,ghanzi,-21.5667,21.7833,295.61,76,{'all': 100},4.22,BW,1736632509
471,juticalpa,14.65,-86.2,301.29,59,{'all': 6},1.07,HN,1736632510
472,grantsville,40.5999,-112.4644,276.14,54,{'all': 100},3.58,US,1736632511
473,nagato,34.3833,131.2,278.57,61,{'all': 100},9.12,JP,1736632514
474,toba,34.4833,136.85,279.48,70,{'all': 100},2.76,JP,1736632375
475,salekhard,66.53,66.6019,253.93,96,{'all': 11},2.99,RU,1736632516
476,el porvenir,13.7617,-87.3458,304.79,37,{'all': 71},2.99,HN,1736632517
477,hauterive,46.0901,3.4459,270.97,94,{'all': 3},1.73,FR,1736632518
478,lospalos,-8.5186,127.0025,296.69,94,{'all': 100},1.67,TL,1736632519
479,al bawiti,28.3492,28.8659,285.05,71,{'all': 0},2.31,EG,1736632520
480,shalkar,47.8288,59.6258,264.74,79,{'all': 1},3.97,KZ,1736632521
481,grand falls-windsor,48.9332,-55.6649,273.99,87,{'all': 100},1.34,CA,1736632522
482,bac lieu,9.285,105.7244,295.66,83,{'all': 100},4.11,VN,1736632524
483,abilene,32.4487,-99.7331,287.27,29,{'all': 0},9.77,US,1736632261
484,lerwick,60.1545,-1.1494,277.59,69,{'all': 76},6.23,GB,1736632526
485,outjo,-20.1167,16.15,295.85,35,{'all': 78},6.25,NA,1736632527
486,flin flon,54.7682,-101.865,253.06,77,{'all': 20},6.17,CA,1736632528
487,tadine,-21.55,167.8833,299.35,57,{'all': 12},3.26,NC,1736632529
488,bechar,31.6167,-2.2167,286.33,35,{'all': 0},5.14,DZ,1736632530
489,filadelfia,39.9523,-75.1638,274.16,62,{'all': 40},9.26,US,1736632310
490,st. john's,47.5649,-52.7093,274.8,95,{'all': 75},8.75,CA,1736632473
491,soroti,1.7146,33.6111,295.06,73,{'all': 87},1.11,UG,1736632533
492,kharp,66.8014,65.8081,255.82,96,{'all': 60},3.71,RU,1736632535
493,poli,-3.3333,36.8,290.49,85,{'all': 100},0.92,TZ,1736632536
494,azul,-36.777,-59.8585,306.82,18,{'all': 13},3.63,AR,1736632537
495,dhuusamarreeb,5.535,46.3861,293.55,73,{'all': 99},5.4,SO,1736632538
496,port sudan,19.6175,37.2164,295.63,64,{'all': 86},6.45,SD,1736632539
497,colonia,50.9333,6.95,273.96,93,{'all': 100},5.14,DE,1736632473
498,dem'yanovo,60.3511,47.0842,274.39,100,{'all': 100},3.92,RU,1736632541
499,sabalgarh,26.25,77.4,285.27,77,{'all': 65},2.52,IN,1736632542
500,victoria falls,-17.9235,25.843,293.2,93,{'all': 100},1.51,ZW,1736632543
501,vikhorevka,56.1201,101.1636,265.81,91,{'all': 100},4.17,RU,1736632544
502,deniliquin,-35.5333,144.9667,299.67,51,{'all': 96},3.88,AU,1736632546
503,staryy sambir,49.4386,23.0006,271.02,79,{'all': 100},4.73,UA,1736632547
504,mana,5.6592,-53.7767,298.83,85,{'all': 99},5.22,GF,1736632548
505,shambu,9.5667,37.1,286.52,47,{'all': 94},1.04,ET,1736632549
506,neya,58.2972,43.8681,273.28,95,{'all': 100},3.97,RU,1736632550
507,gulf shores,30.246,-87.7008,282.6,66,{'all': 0},0.89,US,1736632529
508,hamilton,39.1834,-84.5333,274.12,68,{'all': 100},5.14,US,1736632542
509,kiruna,67.8557,20.2251,259.66,92,{'all': 63},5.14,SE,1736632553
510,prainha,-1.8,-53.48,302.06,61,{'all': 95},1.64,BR,1736632554
511,morant bay,17.8815,-76.4093,299.45,85,{'all': 39},4.77,JM,1736632555
512,chonchi,-42.6128,-73.8092,296.55,45,{'all': 100},0.69,CL,1736632557
513,chibougamau,49.9168,-74.3659,261.94,92,{'all': 100},1.03,CA,1736632365
514,qarauyl,48.9451,79.255,260.38,67,{'all': 6},1.85,KZ,1736632559
515,tezu,27.9167,96.1667,288.2,49,{'all': 43},1.78,IN,1736632560
516,bandarbeyla,9.4942,50.8122,295.96,66,{'all': 79},8.0,SO,1736632561
517,port augusta,-32.5,137.7667,298.29,46,{'all': 2},3.13,AU,1736632481
518,changyon,38.2508,125.0961,266.49,79,{'all': 14},1.35,KP,1736632563
519,tual,-5.6667,132.75,301.49,75,{'all': 98},2.27,ID,1736632564
520,rio grande,-32.035,-52.0986,294.81,65,{'all': 0},5.43,BR,1736632565
521,kalaleh,37.3807,55.4916,276.93,81,{'all': 0},0.0,IR,1736632567
522,summit park,40.7458,-111.6116,270.46,77,{'all': 94},4.02,US,1736632568
523,zaozersk,69.4005,32.4476,259.52,77,{'all': 5},5.14,RU,1736632569
524,tindouf,27.6711,-8.1474,288.4,20,{'all': 0},1.03,DZ,1736632570
525,nova paka,50.4945,15.515,272.82,91,{'all': 100},5.54,CZ,1736632571
526,kaga bandoro,6.9896,19.1874,297.7,23,{'all': 1},1.87,CF,1736632572
527,thunder bay,48.4001,-89.3168,265.14,86,{'all': 100},1.54,CA,1736632476
528,kourou,5.1552,-52.6478,298.07,88,{'all': 83},3.13,GF,1736632574
529,lorengau,-2.0226,147.2712,301.92,73,{'all': 98},3.4,PG,1736632575
530,ukiah,39.1502,-123.2078,291.09,31,{'all': 0},3.09,US,1736632573
531,uray,60.1247,64.7758,256.91,98,{'all': 77},1.17,RU,1736632578
532,ha'il,27.5219,41.6907,284.16,50,{'all': 0},1.03,SA,1736632579
533,naze,28.3667,129.4833,285.66,69,{'all': 83},7.0,JP,1736632580
534,vorgashor,67.5833,63.95,257.54,97,{'all': 91},3.71,RU,1736632581
535,wotho,10.1657,166.0102,300.44,80,{'all': 51},10.7,MH,1736632582
536,kaiyuan,23.6977,103.3037,278.24,73,{'all': 84},0.8,CN,1736632583
537,monte azul,-15.155,-42.8747,296.05,91,{'all': 70},0.11,BR,1736632584
538,zubri,49.466,18.0925,273.84,79,{'all': 100},1.79,CZ,1736632585
539,jeremie,18.65,-74.1167,298.13,83,{'all': 52},0.63,HT,1736632586
540,gadzhiyevo,69.2551,33.3362,258.47,88,{'all': 19},5.95,RU,1736632588
541,sholokhovskiy,48.2807,41.0459,277.14,86,{'all': 100},2.17,RU,1736632589
542,kungur,57.4368,56.9593,272.88,99,{'all': 100},4.42,RU,1736632590
543,rawah,34.4816,41.9093,283.69,85,{'all': 99},2.52,IQ,1736632591
544,bloomfield,40.8068,-74.1854,275.32,63,{'all': 100},7.2,US,1736632331
545,mamou,10.5,-12.0,296.08,21,{'all': 100},1.03,GN,1736632594
546,prineville,44.2999,-120.8345,278.96,50,{'all': 20},3.13,US,1736632596
547,puerto colombia,10.9878,-74.9547,305.2,66,{'all': 27},7.69,CO,1736632597
548,jayapura,-2.5333,140.7,298.81,90,{'all': 100},0.7,ID,1736632598
549,kosong,38.3788,128.4676,267.37,65,{'all': 99},3.61,KR,1736632599
550,scotts valley,37.0511,-122.0147,291.42,31,{'all': 0},3.13,US,1736632600
551,callao,-12.0667,-77.15,297.31,69,{'all': 0},3.6,PE,1736632601
552,el fasher,13.6279,25.3494,287.82,29,{'all': 3},3.4,SD,1736632602
553,milton keynes,52.0417,-0.7558,271.92,94,{'all': 100},1.16,GB,1736632603
554,kargasok,59.0556,80.8572,261.4,94,{'all': 88},4.76,RU,1736632604
555,portland,45.5234,-122.6762,282.64,87,{'all': 100},2.06,US,1736632579
556,argo,37.6333,22.7333,285.58,85,{'all': 57},1.61,GR,1736632607
557,ruidoso,33.3317,-105.673,279.61,35,{'all': 0},3.6,US,1736632608
558,peringat,6.0333,102.2833,297.12,94,{'all': 40},0.0,MY,1736632609
559,galashiels,55.6146,-2.807,271.53,92,{'all': 46},1.47,GB,1736632610
560,mar del plata,-38.0023,-57.5575,295.34,82,{'all': 20},6.17,AR,1736632506
561,brookings,44.3114,-96.7984,273.81,89,{'all': 100},4.12,US,1736632423
562,gannan,47.9147,123.5031,245.03,94,{'all': 27},1.37,CN,1736632614
563,mhangura,-16.8939,30.1683,291.94,92,{'all': 79},1.08,ZW,1736632615
564,nenjiang,49.1833,125.2167,239.81,100,{'all': 89},1.29,CN,1736632617
565,minas de marcona,-15.2119,-75.1103,293.45,60,{'all': 34},6.87,PE,1736632618
566,omuo-ekiti,7.7583,5.7223,297.31,20,{'all': 14},1.9,NG,1736632619
567,san vicente de canete,-13.0751,-76.3835,295.13,76,{'all': 89},2.76,PE,1736632620
568,salinopolis,-0.6136,-47.3561,299.13,88,{'all': 62},4.83,BR,1736632621
569,kulebaki,55.4133,42.5325,274.76,95,{'all': 100},3.8,RU,1736632622
570,mukalla,14.5425,49.1242,294.24,68,{'all': 3},2.91,YE,1736632623
571,tamanrasset,22.785,5.5228,283.1,16,{'all': 0},2.57,DZ,1736632624
572,beykonak,36.3257,30.303,288.1,76,{'all': 100},2.19,TR,1736632626
573,saldanha,-33.0117,17.9442,291.18,91,{'all': 7},4.76,ZA,1736632627
574,mirny,62.5353,113.9611,252.33,100,{'all': 100},1.16,RU,1736632628
575,villa huidobro,-34.8383,-64.5869,308.75,18,{'all': 100},2.86,AR,1736632629
576,linxia chengguanzhen,35.6003,103.2064,263.24,57,{'all': 0},1.68,CN,1736632630
577,viana do castelo,41.6932,-8.8329,286.77,94,{'all': 45},2.64,PT,1736632631
578,sumbawanga,-7.9667,31.6167,287.67,86,{'all': 42},0.64,TZ,1736632632
